"","RunIdentifier","eventID","principalInvestigator","samplingProtocol","dayDeployed","dayCollected","yearDeployed","yearCollected","lengthDeployment","collectorList","continentOcean","country","county","locality","island","islandGroup","locationID","decimalLatitude","decimalLongitude","DMSLatitude","DMSLongitude","habitat","fullUnit","unitNotes","unitAttachment","unitRetrievalBin","unitRetrievalFilteredWater","unitRetrievalBubbler","bcid","uniqueLatLong","materialSampleID","sampleSizeFractionation","institutionCode","institutionID","datasetName","fractionStorageBuffer","fractionNotes","homogenisation","homogenisationSample","homogenisationMethod","sampleExtractionKitManufacturer","sampleExtractionKit","sampleExtractCleanUp","sampleExtractCleanUpKitManufacturer","sampleExtractCleanUpKit","metabarcodingGeneticMarker","ampliconPrimerForward","ampliconPrimerReverse","ampliconPrimerRef","ampliconPCRTriplicates","ampliconPCRProtocol","ampliconPCRPolymerase","ampliconPCRCycles","ampliconAnnealingTemp","ampliconPCRNotes","ampliconPCRTriplicateMerged","sequencingTriplicates","sample_name"
"MAU9.500","Run15","Ransome_MAU09_MAU09A_110101_140101","Ransome","ARMS","01/01/2011","01/01/2014",2011,2014,36,"Molly Timmers","Pacific","Northern Mariana Islands","","Northern Mariana Islands","Maug","Northern Mariana Islands","MAU09",20.02985,145.20842,"20° 01' 47.45"" N","145° 12' 30.31"" E","forereef","","Rev B","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/FDQ2MI_2014_MAU_09A","20.02985 145.20842","Ransome_MAU09_MAU09A_110101_140101_500_ETOH","500","ICL","Imperial College London","Ransome ARMS","ETOH","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","MAU9.500"
"MOO27.100","Run15","Ransome_MOO03_MOO27_120201_140121","Ransome","ARMS","01/02/2012","21/01/2014",2012,2014,23,"Chris Meyer, Emma Ransome, Molly Timmers","Pacific","French Polynesia","","ARMS East site - north shore","Moorea Island","Society Islands","MOO03",-17.47638,-149.83159,"17° 28' 34.96"" S","149° 49' 53.72"" W","outer reef slope","","Rev B","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/FFV22014_ARMS_MOO_027","-17.47638 -149.83159","Ransome_MOO03_MOO27_120201_140121_100_ETOH","100","ICL","Imperial College London","Ransome ARMS","ETOH","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","MOO27.100"
"OAH12.500","Run15","Ransome_OAH12_OAH12B_100101_2013","Ransome","ARMS","01/01/2010","01/01/2013",2010,2013,36,"","Pacific","USA","","Oahu","Oahu","Hawaiian Islands","OAH12",21.31953333,-157.6539167,"21° 19' 10.31"" N","157° 39' 14.10"" W","forereef","","Rev B","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/FDQ2MHI_2013_OAH_12B","21.31953333 -157.6539167","Ransome_OAH12_OAH12B_100101_2013_sessile_DMSO","sessile","ICL","Imperial College London","Ransome ARMS","DMSO","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","blender","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","OAH12.500"
"PAG1.500","Run15","Ransome_PAG01_PAG01C_110101_140101","Ransome","ARMS","01/01/2011","01/01/2014",2011,2014,36,"Molly Timmers","Pacific","Northern Mariana Islands","","Northern Mariana Islands","Pagan","Northern Mariana Islands","PAG01",18.10722,145.78577,"18° 06' 25.99"" N","145° 47' 08.77"" E","forereef","","Rev B","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/FDQ2MI_2014_PAG_01C","18.10722 145.78577","Ransome_PAG01_PAG01C_110101_140101_500_ETOH","500","ICL","Imperial College London","Ransome ARMS","ETOH","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","PAG1.500"
"PAG5.500","Run15","Ransome_PAG05_PAG05C_110101_140101","Ransome","ARMS","01/01/2011","01/01/2014",2011,2014,36,"Molly Timmers","Pacific","Northern Mariana Islands","","Northern Mariana Islands","Pagan","Northern Mariana Islands","PAG05",18.11947,145.75555,"18° 07' 10.09"" N","145° 45' 19.97"" E","forereef","","Rev B","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/FDQ2MI_2014_PAG_05C","18.11947 145.75555","Ransome_PAG05_PAG05C_110101_140101_500_ETOH","500","ICL","Imperial College London","Ransome ARMS","ETOH","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","PAG5.500"
"PAG9.500","Run15","Ransome_PAG09_PAG09B_110101_140101","Ransome","ARMS","01/01/2011","01/01/2014",2011,2014,36,"Molly Timmers","Pacific","Northern Mariana Islands","","Northern Mariana Islands","Pagan","Northern Mariana Islands","PAG09",18.07072,145.71376,"18° 04' 14.59"" N","145° 42' 49.53"" E","forereef","","Rev B","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/FDQ2MI_2014_PAG_09B","18.07072 145.71376","Ransome_PAG09_PAG09B_110101_140101_500_ETOH","500","ICL","Imperial College London","Ransome ARMS","ETOH","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","PAG9.500"
"PHR26.500","Run15","Ransome_PHR26_PHR26A_100101_130101","Ransome","ARMS","01/01/2010","01/01/2013",2010,2013,36,"Molly Timmers","Pacific","USA","","Pearl and Hermes","Pearl and Hermes","Northwest Hawaiian Islands","PHR26",27.785833,-175.780283,"27° 47' 08.99"" N","175° 46' 49.01"" W","forereef","","Rev B","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/FDQ2NWHI_2013_PHR_26A","27.785833 -175.780283","Ransome_PHR26_PHR26A_100101_130101_500_ETOH","500","ICL","Imperial College London","Ransome ARMS","ETOH","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","PHR26.500"
"PHR33B.500","Run15","Ransome_PHR33_PHR33B_100101_130101","Ransome","ARMS","01/01/2010","01/01/2013",2010,2013,36,"Molly Timmers","Pacific","USA","","Pearl and Hermes","Pearl and Hermes","Northwest Hawaiian Islands","PHR33",27.785467,-175.82375,"27° 47' 07.68"" N","175° 49' 25.49"" W","forereef","","Rev B","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/FDQ2NWHI_2013_PHR_33B","27.785467 -175.82375","Ransome_PHR33_PHR33B_100101_130101_500_ETOH","500","ICL","Imperial College London","Ransome ARMS","ETOH","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","PHR33B.500"
"PHR42.500","Run15","Ransome_PHR42_PHR42A_100101_130101","Ransome","ARMS","01/01/2010","01/01/2013",2010,2013,36,"Molly Timmers","Pacific","USA","","Pearl and Hermes","Pearl and Hermes","Northwest Hawaiian Islands","PHR42",27.753133,-175.948767,"27° 45' 11.27"" N","175° 56' 55.56"" W","forereef","","Rev B","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/FDQ2NWHI_2013_PHR_42A","27.753133 -175.948767","Ransome_PHR42_PHR42A_100101_130101_500_ETOH","500","ICL","Imperial College London","Ransome ARMS","ETOH","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","PHR42.500"
"SAI5.500","Run15","Ransome_SAI05_SAI05A_110101_140101","Ransome","ARMS","01/01/2011","01/01/2014",2011,2014,36,"Molly Timmers","Pacific","Northern Mariana Islands","","Northern Mariana Islands","Saipan","Northern Mariana Islands","SAI05",15.09787,145.74339,"15° 05' 52.33"" N","145° 44' 36.20"" E","forereef","","Rev B","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/FDQ2MI_2014_SAI_05A","15.09787 145.74339","Ransome_SAI05_SAI05A_110101_140101_500_ETOH","500","ICL","Imperial College London","Ransome ARMS","ETOH","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","SAI5.500"
"TUT11A.100","Run15","Ransome_TUT11_TUT11A_120401_150201","Ransome","ARMS","01/04/2012","01/02/2015",2012,2015,34,"Molly Timmers","Pacific","American Samoa","","American Samoa","Tutuila","","TUT11",-14.36041667,-170.75035,"14° 21' 37.50"" S","170° 45' 01.25"" W","forereef","Yes","RevC","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/FDQ2SI_2015_TUT_11A","-14.36041667 -170.75035","Ransome_TUT11_TUT11A_120401_150201_100_ETOH","100","ICL","Imperial College London","Ransome ARMS","ETOH","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","TUT11A.100"
"TUT11C.BS","Run15","Ransome_TUT11_TUT11C_120401_150201","Ransome","ARMS","01/04/2012","01/02/2015",2012,2015,34,"Molly Timmers","Pacific","American Samoa","","American Samoa","Tutuila","","TUT11",-14.36041667,-170.75035,"14° 21' 37.50"" S","170° 45' 01.25"" W","forereef","Yes","RevC","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/FDQ2SI_2015_TUT_11C","-14.36041667 -170.75035","Ransome_TUT11_TUT11C_120401_150201_sessile_DMSO","sessile","ICL","Imperial College London","Ransome ARMS","DMSO","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","blender","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","TUT11C.BS"
"WAK8.500","Run15","Ransome_WAK08_WAK08A_110101_140101","Ransome","ARMS","01/01/2011","01/01/2014",2011,2014,36,"Molly Timmers","Pacific","Wake Island","","Wake Island","Wake Island","","WAK08",19.31627,166.59834,"19° 18' 58.57"" N","166° 35' 54.02"" E","forereef","","","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/FDQ2PRIA_2014_WAK_08A","19.31627 166.59834","Ransome_WAK08_WAK08A_110101_140101_500_ETOH","500","ICL","Imperial College London","Ransome ARMS","ETOH","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","WAK8.500"
"BAA1A_SES","Run16","Ransome_BAA01_BAA01A_120312_150530","Ransome","ARMS","12/03/2012","30/05/2015",2012,2015,38,"Max Sudnovsky, Molly Timmers, Chris Meyer, Andrianus Sembiring","Pacific","Phillipines","Tingloy","Batalang Bato","Tingloy","Verde Islands","BAA01",13.65885,120.89513,"13° 39' 31.85"" N","120° 53' 42.46"" E","patch reef","","","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/CaU2BAA_01_A_44","13.65885 120.89513","Ransome_BAA01_BAA01A_120312_150530_sessile_DMSO","sessile","ICL","Imperial College London","Ransome ARMS","DMSO","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","blender","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","BAA1A_SES"
"BAA1A.500","Run16","Ransome_BAA01_BAA01A_120312_150530","Ransome","ARMS","12/03/2012","30/05/2015",2012,2015,38,"Max Sudnovsky, Molly Timmers, Chris Meyer, Andrianus Sembiring","Pacific","Phillipines","Tingloy","Batalang Bato","Tingloy","Verde Islands","BAA01",13.65885,120.89513,"13° 39' 31.85"" N","120° 53' 42.46"" E","patch reef","","","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/CaU2BAA_01_A_44","13.65885 120.89513","Ransome_BAA01_BAA01A_120312_150530_500_ETOH","500","ICL","Imperial College London","Ransome ARMS","ETOH","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","BAA1A.500"
"BAO1A.500","Run16","Ransome_BAO01_BAO01A_120312_150521","Ransome","ARMS","12/03/2012","21/05/2015",2012,2015,38,"Max Sudnovsky, Molly Timmers, Chris Meyer, Andrianus Sembiring, Aji Wahyu Anggoro","Pacific","Phillipines","Mabini","Batong Bay","Luzon","Verde Islands","BAO01",13.72805,120.88358,"13° 43' 40.97"" N","120° 53' 00.88"" E","fringing reef","","","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/CaU2BAO_01_A_40","13.72805 120.88358","Ransome_BAO01_BAO01A_120312_150521_500_ETOH","500","ICL","Imperial College London","Ransome ARMS","ETOH","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","BAO1A.500"
"CE1.100","Run16","Ransome_IND01_CE01_110701_120601","Ransome","ARMS","01/07/2011","01/06/2012",2011,2012,11,"","Pacific","Indonesia","","","","Bali","IND01",-8.12792,114.66807,"08° 07' 40.51"" S","114° 40' 05.05"" E","","","Rev B","Benthos","Mesh crate","Yes","Yes","","-8.12792 114.66807","Ransome_IND01_CE01_110701_120601_100_ETOH","100","ICL","Imperial College London","Ransome ARMS","ETOH","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","CE1.100"
"CE1.500","Run16","Ransome_IND01_CE01_110701_120601","Ransome","ARMS","01/07/2011","01/06/2012",2011,2012,11,"","Pacific","Indonesia","","","","Bali","IND01",-8.12792,114.66807,"08° 07' 40.51"" S","114° 40' 05.05"" E","","","Rev B","Benthos","Mesh crate","Yes","Yes","","-8.12792 114.66807","Ransome_IND01_CE01_110701_120601_500_ETOH","500","ICL","Imperial College London","Ransome ARMS","ETOH","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","CE1.500"
"CE2.100","Run16","Ransome_IND01_CE02_110701_120601","Ransome","ARMS","01/07/2011","01/06/2012",2011,2012,11,"","Pacific","Indonesia","","Close Encounters","","Bali","IND01",-8.12792,114.66807,"08° 07' 40.51"" S","114° 40' 05.05"" E","","","Rev B","Benthos","Mesh crate","Yes","Yes","","-8.12792 114.66807","Ransome_IND01_CE02_110701_120601_100_ETOH","100","ICL","Imperial College London","Ransome ARMS","ETOH","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","CE2.100"
"CE3.100","Run16","Ransome_IND01_CE03_110701_120601","Ransome","ARMS","01/07/2011","01/06/2012",2011,2012,11,"","Pacific","Indonesia","","Close Encounters","","Bali","IND01",-8.12792,114.66807,"08° 07' 40.51"" S","114° 40' 05.05"" E","","","Rev B","Benthos","Mesh crate","Yes","Yes","","-8.12792 114.66807","Ransome_IND01_CE03_110701_120601_100_ETOH","100","ICL","Imperial College London","Ransome ARMS","ETOH","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","CE3.100"
"CE3.500","Run16","Ransome_IND01_CE03_110701_120601","Ransome","ARMS","01/07/2011","01/06/2012",2011,2012,11,"","Pacific","Indonesia","","Close Encounters","","Bali","IND01",-8.12792,114.66807,"08° 07' 40.51"" S","114° 40' 05.05"" E","","","Rev B","Benthos","Mesh crate","Yes","Yes","","-8.12792 114.66807","Ransome_IND01_CE03_110701_120601_500_ETOH","500","ICL","Imperial College London","Ransome ARMS","ETOH","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","CE3.500"
"CE3.BS","Run16","Ransome_IND01_CE03_110701_120601","Ransome","ARMS","01/07/2011","01/06/2012",2011,2012,11,"","Pacific","Indonesia","","Close Encounters","","Bali","IND01",-8.12792,114.66807,"08° 07' 40.51"" S","114° 40' 05.05"" E","","","Rev B","Benthos","Mesh crate","Yes","Yes","","-8.12792 114.66807","Ransome_IND01_CE03_110701_120601_sessile_DMSO","sessile","ICL","Imperial College London","Ransome ARMS","DMSO","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","blender","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","CE3.BS"
"FFS12.BS","Run16","Ransome_FFS12_FFS12A_100101_130101","Ransome","ARMS","01/01/2010","01/01/2013",2011,2014,36,"Molly Timmers","Pacific","USA","","USA","French Frigate Shoals","Northwest Hawaiian Islands","FFS12",23.63835,-166.18005,"23° 38' 18.05"" N","166° 10' 48.17"" W","forereef","","Rev B","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/FDQ2NWHI_2013_FFS_12A","23.63835 -166.18005","Ransome_FFS12_FFS12A_100101_130101_sessile_DMSO","sessile","ICL","Imperial College London","Ransome ARMS","DMSO","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","blender","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","FFS12.BS"
"FFS34.BS","Run16","Ransome_FFS34_FFS34A_100101_130101","Ransome","ARMS","01/01/2010","01/01/2013",2011,2014,36,"Molly Timmers","Pacific","USA","","USA","French Frigate Shoals","Northwest Hawaiian Islands","FFS34",23.627917,-166.135383,"23° 37' 40.50"" N","166° 08' 07.37"" W","forereef","","Rev B","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/FDQ2NWHI_2013_FFS_34A","23.627917 -166.135383","Ransome_FFS34_FFS34A_100101_130101_sessile_DMSO","sessile","ICL","Imperial College London","Ransome ARMS","DMSO","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","blender","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","FFS34.BS"
"GUA2.500","Run16","Ransome_GUA02_GUA02C_110101_140101","Ransome","ARMS","01/01/2011","01/01/2014",2011,2014,36,"Molly Timmers","Pacific","Guam","","Guam","Guam","Mairanas Islands","GUA02",13.30553141,144.6525324,"13° 18' 19.91"" N","144° 39' 09.11"" E","forereef","","Rev B","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/FDQ2MI_2014_GUA_02C","13.30553141 144.6525324","Ransome_GUA02_GUA02C_110101_140101_500_ETOH","500","ICL","Imperial College London","Ransome ARMS","ETOH","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","GUA2.500"
"HAW22.500","Run16","Ransome_HAW22_HAW22B_100101_130101","Ransome","ARMS","01/01/2010","01/01/2013",2010,2013,36,"Molly Timmers","Pacific","USA","","Hawaii","Hawaii","Hawaiian Islands","HAW22",18.96859682,-155.730732,"18° 58' 06.94"" N","155° 43' 50.63"" W","forereef","","Rev B","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/FDQ2MHI_2013_HAW_22B","18.96859682 -155.730732","Ransome_HAW22_HAW22B_100101_130101_500_ETOH","500","ICL","Imperial College London","Ransome ARMS","ETOH","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","HAW22.500"
"HAW24C.500","Run16","Ransome_HAW24_HAW24C_100101_130101","Ransome","ARMS","01/01/2010","01/01/2013",2010,2013,36,"Molly Timmers","Pacific","USA","","Hawaii","Hawaii","Hawaiian Islands","HAW24",19.03821667,-155.88255,"19° 02' 17.58"" N","155° 52' 57.18"" W","forereef","","Rev B","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/FDQ2MHI_2013_HAW_24C","19.03821667 -155.88255","Ransome_HAW24_HAW24C_100101_130101_500_ETOH","500","ICL","Imperial College London","Ransome ARMS","ETOH","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","HAW24C.500"
"HR01.100","Run16","Ransome_HR01_HR01_120601_130601","Ransome","ARMS","01/06/2012","01/06/2013",2012,2013,12,"","Pacific","Indonesia","","Horse Reef","","Bali","HR01",-8.12787,114.65562,"08° 07' 40.33"" S","114° 39' 20.23"" E","","","Rev B","Benthos","Mesh crate","Yes","Yes","","-8.12787 114.65562","Ransome_HR01_HR01_120601_130601_100_ETOH","100","ICL","Imperial College London","Ransome ARMS","ETOH","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","HR01.100"
"KAU8.500","Run16","Ransome_KAU08_KAU08A_100101_130101","Ransome","ARMS","01/01/2010","01/01/2013",2010,2013,36,"Molly Timmers","Pacific","USA","","Kauai","Kauai","Hawaiian Islands","KAU08",22.16686667,-159.6802167,"22° 10' 00.72"" N","159° 40' 48.78"" W","forereef","","Rev B","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/FDQ2MHI_2013_KAU_08A","22.16686667 -159.6802167","Ransome_KAU08_KAU08A_100101_130101_500_ETOH","500","ICL","Imperial College London","Ransome ARMS","ETOH","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","KAU8.500"
